ticket_id,user_id,issue_category,priority,resolution_time_hours,satisfaction_score
48275,48275,Billing,High,19.1,4.2
48276,48276,Technical,Low,5.4,4.5
48277,48277,Billing,Medium,11.8,5
48278,48278,Bug,Medium,10.4,5
48279,48279,Bug,Medium,2.9,4.2
48280,48280,Billing,Medium,4.4,5
48281,48281,Technical,High,4.9,5
48282,48282,Technical,Medium,50.4,2.9
48283,48283,Billing,Low,8.3,4.8
48284,48284,Bug,High,8.9,5
48285,48285,Billing,High,14.8,4.9
48286,48286,Billing,Low,14.5,5
48287,48287,Feature Request,High,5.2,5
48288,48288,Billing,Low,18.8,4
48289,48289,Feature Request,Medium,4.6,5
48290,48290,Technical,Medium,8.6,5
48291,48291,Bug,High,7.4,4.8
48292,48292,Billing,Low,22.6,4.4
48293,48293,Billing,Medium,1,4.2
48294,48294,Billing,High,7.1,4.3
48295,48295,Bug,High,36.2,3.7
48296,48296,Technical,Low,14.8,5
48297,48297,Bug,High,2.1,4.5
48298,48298,Technical,High,6.5,5
48299,48299,Feature Request,High,12.6,4.7
48300,48300,Bug,Low,1.1,5
48301,48301,Feature Request,Low,2.5,5
48302,48302,Feature Request,Medium,26.4,3.8
48303,48303,Bug,High,8.8,5
48304,48304,Technical,Medium,11.2,5
48305,48305,Billing,Medium,19.1,3.3
48306,48306,Billing,Medium,4.7,5
48307,48307,Bug,Medium,9.3,4.4
48308,48308,Billing,Low,1.6,4.2
48309,48309,Technical,Low,1,4.7
48310,48310,Billing,High,16.7,3.2
48311,48311,Bug,High,1,4.1
48312,48312,Bug,High,11.5,4.6
48313,48313,Billing,Medium,6.2,4.7
48314,48314,Billing,Low,3.8,4.9
48315,48315,Feature Request,High,6.6,5
48316,48316,Bug,Medium,19.4,3.2
48317,48317,Bug,Low,5.2,4.3
48318,48318,Bug,High,8.8,4.7
48319,48319,Bug,High,18.1,4.7
48320,48320,Feature Request,Low,23,4.4
48321,48321,Bug,Medium,18.3,4.5
48322,48322,Billing,Medium,4.1,4.9
48323,48323,Feature Request,Medium,20.7,4.6
48324,48324,Technical,Medium,1,5
48325,48325,Technical,High,42.4,2.1
48326,48326,Technical,Low,1,4.4
48327,48327,Billing,Medium,3.1,4.8
48328,48328,Billing,Low,1,5
48329,48329,Technical,High,4.3,5
48330,48330,Feature Request,Medium,9.3,5
48331,48331,Bug,High,18.6,4
48332,48332,Billing,Medium,15.6,4.6
48333,48333,Bug,Medium,21.4,4.1
48334,48334,Billing,High,6,3.7
48335,48335,Technical,Low,6.4,5
48336,48336,Bug,High,1.4,4.3
48337,48337,Bug,Low,18.4,4.8
48338,48338,Feature Request,Low,3.2,5
48339,48339,Technical,High,21.3,4.6
48340,48340,Bug,High,23.4,4.6
48341,48341,Technical,High,7.2,4.9
48342,48342,Feature Request,High,49.6,2.7
48343,48343,Billing,Medium,3.9,4.8
48344,48344,Technical,Low,52.4,2.4
48345,48345,Feature Request,Low,1,4.3
48346,48346,Bug,Medium,12.1,4.7
48347,48347,Feature Request,Medium,14.7,4.5
48348,48348,Technical,Low,5,5
48349,48349,Feature Request,Low,6.2,5
48350,48350,Billing,Medium,2.3,5
48351,48351,Billing,Low,2.6,5
48352,48352,Billing,High,10.9,4.4
48353,48353,Technical,Medium,1.6,5
48354,48354,Bug,High,14.6,4.4
48355,48355,Feature Request,Low,12.4,4.4
48356,48356,Billing,Low,5.9,3.8
48357,48357,Technical,Low,3.1,4.9
48358,48358,Billing,Low,1,5
48359,48359,Billing,Medium,11.7,5
48360,48360,Billing,Medium,8.9,5
48361,48361,Technical,Low,9.1,5
48362,48362,Technical,High,1,5
48363,48363,Technical,High,23.5,4
48364,48364,Billing,High,18.4,4.8
48365,48365,Bug,High,9.1,5
48366,48366,Billing,Low,8,5
48367,48367,Technical,Low,42.2,3.8
48368,48368,Bug,Medium,1,5
48369,48369,Technical,Medium,9.6,5
48370,48370,Feature Request,Medium,27.9,3.7
48371,48371,Bug,Low,4.1,5
48372,48372,Feature Request,Medium,5.3,4.8
48373,48373,Bug,High,14.8,4.8
48374,48374,Feature Request,Low,11.3,5
48375,48375,Bug,Medium,21.2,4.5
48376,48376,Billing,Low,3.6,5
48377,48377,Feature Request,Medium,3.5,3.9
48378,48378,Billing,High,2.3,4.2
48379,48379,Technical,Medium,6.3,5
48380,48380,Feature Request,High,8.2,5
48381,48381,Feature Request,Low,2.1,5
48382,48382,Technical,Low,3.4,5
48383,48383,Bug,Medium,3.8,5
48384,48384,Feature Request,Low,5,5
48385,48385,Technical,Medium,8.9,5
48386,48386,Billing,Medium,22.2,3.9
48387,48387,Technical,Medium,9.5,4.7
48388,48388,Feature Request,High,19.8,3.6
48389,48389,Bug,Medium,31.1,3.9
48390,48390,Feature Request,Medium,5.9,5
48391,48391,Technical,High,24.6,2.9
48392,48392,Bug,High,6,5
48393,48393,Feature Request,Low,1,4.9
48394,48394,Bug,Medium,24.8,4
48395,48395,Feature Request,High,4.8,3.9
48396,48396,Technical,Low,1,5
48397,48397,Feature Request,Medium,13.7,4.4
48398,48398,Technical,Low,17.1,4.2
48399,48399,Bug,Low,3.4,5
48400,48400,Bug,High,3.6,4.4
48401,48401,Billing,High,4.6,5
48402,48402,Feature Request,Low,8.9,5
48403,48403,Technical,Medium,5.9,5
48404,48404,Technical,Low,7.3,4.6
48405,48405,Technical,High,17,5
48406,48406,Technical,Low,3.4,4.8
48407,48407,Billing,Medium,4,4.8
48408,48408,Feature Request,High,1,4.5
48409,48409,Billing,Low,19.6,4.4
48410,48410,Technical,Medium,2.8,5
48411,48411,Technical,Medium,16.9,3.9
48412,48412,Billing,Low,2.8,4.3
48413,48413,Feature Request,High,8.1,3.7
48414,48414,Bug,High,37.9,3.8
48415,48415,Feature Request,Low,15.6,4.3
48416,48416,Technical,Low,1,5
48417,48417,Feature Request,Medium,3.3,5
48418,48418,Billing,High,13.1,3.8
48419,48419,Technical,Medium,8.2,5
48420,48420,Billing,Medium,2.2,4.5
48421,48421,Bug,Medium,1.2,5
48422,48422,Feature Request,Medium,4.4,5
48423,48423,Billing,High,2.4,5
48424,48424,Feature Request,Medium,1.6,5
48425,48425,Feature Request,Low,1,5
48426,48426,Feature Request,High,8.9,4.8
48427,48427,Feature Request,High,4.7,5
48428,48428,Billing,Medium,2.2,5
48429,48429,Technical,Medium,34.1,3.9
48430,48430,Billing,Medium,7.6,5
48431,48431,Bug,Medium,1.1,5
48432,48432,Billing,Medium,5.9,5
48433,48433,Technical,High,13.3,5
48434,48434,Bug,Low,2.2,5
48435,48435,Feature Request,High,29.9,4
48436,48436,Feature Request,Medium,10.3,4.2
48437,48437,Feature Request,Medium,1,5
48438,48438,Feature Request,Low,49.6,3.4
48439,48439,Billing,Low,14.9,4.9
48440,48440,Bug,Medium,2.2,5
48441,48441,Feature Request,Low,29.4,4.3
48442,48442,Feature Request,Medium,18.5,3.8
48443,48443,Billing,Low,1,5
48444,48444,Feature Request,High,16,5
48445,48445,Billing,Medium,12.1,4
48446,48446,Technical,Low,12.1,4.6
48447,48447,Feature Request,Medium,9.6,4.6
48448,48448,Bug,Low,11.1,5
48449,48449,Bug,High,7.9,5
48450,48450,Feature Request,High,27,3.2
48451,48451,Technical,High,6.7,4
48452,48452,Feature Request,Medium,29.8,3.6
48453,48453,Billing,Low,1.6,5
48454,48454,Billing,High,25.5,4.1
48455,48455,Billing,High,14.6,4.6
48456,48456,Billing,Medium,9.5,3.8
48457,48457,Feature Request,High,5.2,5
48458,48458,Feature Request,Medium,13.5,4.9
48459,48459,Technical,Low,7.3,5
48460,48460,Billing,High,4.1,5
48461,48461,Technical,High,2.3,5
48462,48462,Technical,Medium,9.7,5
48463,48463,Technical,High,18.3,4.2
48464,48464,Feature Request,Medium,16.3,3.9
48465,48465,Bug,High,17.9,3.7
48466,48466,Billing,Medium,3.3,5
48467,48467,Technical,Low,58.7,1.2
48468,48468,Technical,Medium,4.5,4.8
48469,48469,Billing,Medium,63.9,1.9
48470,48470,Technical,High,22.6,3.9
48471,48471,Bug,Low,1,4
48472,48472,Bug,High,4.9,4.9
48473,48473,Billing,Low,8.6,4.5
48474,48474,Technical,Medium,8.8,5
48475,48475,Feature Request,Low,4.2,5
48476,48476,Bug,Medium,9.4,5
48477,48477,Bug,Low,1,5
48478,48478,Billing,High,33,4.1
48479,48479,Billing,High,7.1,5
48480,48480,Feature Request,Medium,6.6,4.4
48481,48481,Technical,Medium,15.8,4.9
48482,48482,Bug,Medium,6.2,5
48483,48483,Billing,Medium,14.5,4.5
48484,48484,Technical,High,6.3,5
48485,48485,Billing,High,1.3,5
48486,48486,Feature Request,High,21.8,4.9
48487,48487,Feature Request,Low,4.9,5
48488,48488,Bug,High,1,5
48489,48489,Technical,Low,4.3,5
48490,48490,Feature Request,High,1.7,4
48491,48491,Billing,High,2.6,4.9
48492,48492,Bug,Medium,18.2,3.8
48493,48493,Bug,Medium,3.4,4.8
48494,48494,Billing,Medium,5,3.9
48495,48495,Billing,High,5.1,5
48496,48496,Bug,Low,12.9,4.2
48497,48497,Billing,Low,8.7,4.7
48498,48498,Feature Request,Low,2.8,5
48499,48499,Bug,Low,1,5
48500,48500,Bug,High,4.2,5
48501,48501,Billing,Low,22.6,3.4
48502,48502,Billing,High,8.8,5
48503,48503,Technical,Medium,25.8,3.9
48504,48504,Bug,High,1,4.5
48505,48505,Bug,Low,6.9,5
48506,48506,Technical,High,2.9,5
48507,48507,Bug,High,14.3,4.7
48508,48508,Billing,Medium,9.8,5
48509,48509,Bug,Low,1.8,5
48510,48510,Technical,High,19.9,3
48511,48511,Technical,Medium,13.1,5
48512,48512,Billing,Low,16.9,4.9
48513,48513,Billing,Medium,8.8,5
48514,48514,Feature Request,Medium,10.5,4.2
48515,48515,Technical,Medium,1,5
48516,48516,Technical,Low,11.8,4.4
48517,48517,Technical,Low,9.8,3.7
48518,48518,Technical,Medium,14.4,5
48519,48519,Feature Request,High,16.4,4.1
48520,48520,Feature Request,Low,22.1,4.1
48521,48521,Technical,Medium,12.5,3.4
48522,48522,Bug,High,10.9,5
48523,48523,Technical,Medium,43.1,3.2
48524,48524,Feature Request,Medium,7.4,4.7
48525,48525,Bug,Medium,1.8,5
48526,48526,Bug,High,1.2,5
48527,48527,Billing,Low,18.3,4.1
48528,48528,Feature Request,High,19,4.5
48529,48529,Technical,Medium,30,4.2
48530,48530,Feature Request,Medium,1.5,5
48531,48531,Feature Request,High,6.1,4.9
48532,48532,Bug,Low,1,5
48533,48533,Feature Request,High,15.3,4.8
48534,48534,Technical,High,4.8,4.9
48535,48535,Bug,Low,5.5,5
48536,48536,Technical,Medium,7,5
48537,48537,Billing,High,37.3,3.7
48538,48538,Feature Request,Medium,1.2,5
48539,48539,Bug,High,7.6,5
48540,48540,Bug,Medium,6.1,4.3
48541,48541,Feature Request,Low,13.8,5
48542,48542,Technical,Medium,5.8,3.8
48543,48543,Bug,Medium,8.5,4.5
48544,48544,Bug,Low,12.3,4.7
48545,48545,Feature Request,Low,7.4,3.7
48546,48546,Feature Request,Medium,9.8,5
48547,48547,Billing,Low,11.3,4.2
48548,48548,Billing,Medium,19.1,4.4
48549,48549,Feature Request,Low,18.3,4.5
48550,48550,Feature Request,Medium,12.6,5
48551,48551,Billing,Low,11.7,3.5
48552,48552,Technical,Low,1,5
48553,48553,Technical,Medium,11.8,4.8
48554,48554,Billing,High,2.5,4.7
48555,48555,Billing,High,40.5,3
48556,48556,Technical,Low,21.5,4.5
48557,48557,Feature Request,Medium,54,1.8
48558,48558,Technical,Low,14,3.5
48559,48559,Bug,Medium,9.4,5
48560,48560,Bug,Low,20.9,3.9
48561,48561,Feature Request,Medium,12.9,5
48562,48562,Bug,Low,1.7,5
48563,48563,Technical,High,21.7,4
48564,48564,Bug,Medium,5.5,5
48565,48565,Bug,Medium,15,5
48566,48566,Feature Request,Low,30.7,3.3
48567,48567,Bug,Low,1.8,4.9
48568,48568,Billing,High,18.3,4.1
48569,48569,Feature Request,Low,22.6,4.2
48570,48570,Bug,High,5.1,5
48571,48571,Technical,Low,18,3.7
48572,48572,Technical,High,3.2,5
48573,48573,Billing,High,10.7,4.1
48574,48574,Bug,Medium,15.9,4.9
48575,48575,Bug,Low,46.6,3
48576,48576,Feature Request,Low,2.1,4.8
48577,48577,Billing,High,1.8,5
48578,48578,Billing,Low,9.9,3.6
48579,48579,Technical,High,14.9,4.8
48580,48580,Feature Request,Low,3.6,4.9
48581,48581,Feature Request,High,11.4,4.9
48582,48582,Bug,Low,3.4,5
48583,48583,Billing,High,8.6,4.6
48584,48584,Feature Request,Low,1,5
48585,48585,Technical,Medium,6,4.1
48586,48586,Bug,Medium,11.4,5
48587,48587,Feature Request,High,16.9,3.2
48588,48588,Feature Request,High,20.1,4.1
48589,48589,Bug,High,14.6,4.4
48590,48590,Technical,Low,28.4,3.3
48591,48591,Technical,High,26.1,3.9
48592,48592,Billing,High,34.1,3.7
48593,48593,Bug,High,29.3,4
48594,48594,Feature Request,Medium,14.9,3.9
48595,48595,Billing,Medium,5.8,5
48596,48596,Technical,Low,26.2,4.1
48597,48597,Bug,High,1,5
48598,48598,Billing,Low,31.1,4.3
48599,48599,Bug,Low,2.9,5
48600,48600,Bug,Medium,13.5,5
48601,48601,Technical,Medium,7.3,5
48602,48602,Billing,High,17.5,4.9
48603,48603,Technical,Medium,7.6,5
48604,48604,Bug,High,3.1,5
48605,48605,Technical,Medium,21.1,4.3
48606,48606,Billing,Medium,72.1,2
48607,48607,Technical,Low,11.8,5
48608,48608,Feature Request,Low,9.7,5
48609,48609,Billing,Medium,1.8,4.4
48610,48610,Feature Request,Medium,17.9,4.5
48611,48611,Billing,Low,1.9,5
48612,48612,Technical,Low,8.2,5
48613,48613,Bug,Low,15.1,4.4
48614,48614,Feature Request,Medium,21.2,4.9
48615,48615,Bug,Medium,9.4,5
48616,48616,Technical,High,12.4,5
48617,48617,Bug,Low,11.5,3.5
48618,48618,Feature Request,Medium,2.2,4.6
48619,48619,Feature Request,Medium,6.8,5
48620,48620,Technical,High,1,5
48621,48621,Billing,High,5.3,5
48622,48622,Bug,Medium,62.4,1
48623,48623,Billing,High,4.1,5
48624,48624,Bug,Medium,13.3,5
48625,48625,Billing,Low,13.8,4.5
48626,48626,Technical,High,1.9,5
48627,48627,Feature Request,Low,1,5
48628,48628,Bug,High,41.8,3.5
48629,48629,Feature Request,Medium,32.7,4.3
48630,48630,Bug,Medium,18.8,4
48631,48631,Billing,Medium,109,1
48632,48632,Technical,High,1,5
48633,48633,Billing,Medium,50.4,3.2
48634,48634,Bug,Low,12.5,4.9
48635,48635,Bug,Low,20.3,4.6
48636,48636,Billing,Medium,9.9,5
48637,48637,Bug,Low,1.3,5
48638,48638,Bug,High,16.9,5
48639,48639,Feature Request,Low,2.4,5
48640,48640,Technical,High,13.6,4.7
48641,48641,Billing,Medium,1,5
48642,48642,Billing,High,36,3.1
48643,48643,Bug,Medium,17.2,5
48644,48644,Billing,Low,60.2,2.8
48645,48645,Feature Request,Medium,8,4.8
48646,48646,Feature Request,Low,20.3,4.3
48647,48647,Feature Request,Medium,2.6,5
48648,48648,Bug,High,46.8,3
48649,48649,Technical,Low,2.9,5
48650,48650,Feature Request,Medium,9.7,5
48651,48651,Feature Request,High,3,4
48652,48652,Billing,Medium,3.6,5
48653,48653,Feature Request,Medium,25.2,4.3
48654,48654,Feature Request,Low,7.3,5
48655,48655,Technical,High,4,4
48656,48656,Technical,Medium,2.5,5
48657,48657,Bug,Medium,22.4,4.6
48658,48658,Technical,Medium,11.7,3.5
48659,48659,Technical,High,24.9,4.7
48660,48660,Billing,Low,9.2,5
48661,48661,Technical,Low,6.9,4.9
48662,48662,Technical,Low,6.1,5
48663,48663,Feature Request,Medium,29.6,3.9
48664,48664,Feature Request,Low,1.3,4.6
48665,48665,Bug,Medium,7.4,4.8
48666,48666,Bug,High,32.7,3.2
48667,48667,Billing,High,9.8,4.4
48668,48668,Feature Request,Low,6.5,4.7
48669,48669,Technical,Medium,18,4.8
48670,48670,Technical,High,1,5
48671,48671,Technical,High,2.8,5
48672,48672,Technical,Medium,1.4,5
48673,48673,Feature Request,Low,1,5
48674,48674,Technical,Medium,9.9,3.7
48675,48675,Billing,Low,8.7,4.5
48676,48676,Billing,Low,9.9,4.8
48677,48677,Billing,High,32.6,3.6
48678,48678,Billing,High,18.2,4.7
48679,48679,Technical,High,10.8,3.5
48680,48680,Billing,High,6.7,4.8
48681,48681,Technical,Low,1,5
48682,48682,Bug,Medium,3.7,5
48683,48683,Technical,Low,11,5
48684,48684,Feature Request,Low,13.8,5
48685,48685,Feature Request,High,3.9,5
48686,48686,Bug,Low,4.4,5
48687,48687,Billing,Low,9.8,4.9
48688,48688,Feature Request,Medium,32.8,2.6
48689,48689,Technical,Low,34.6,2.5
48690,48690,Feature Request,Medium,9,5
48691,48691,Billing,High,14.2,4.7
48692,48692,Billing,Low,1,5
48693,48693,Feature Request,Medium,1.9,5
48694,48694,Technical,Low,1.8,5
48695,48695,Feature Request,Low,1,5
48696,48696,Feature Request,High,1.8,4.3
48697,48697,Technical,Medium,1.8,5
48698,48698,Billing,Medium,10.1,5
48699,48699,Billing,Low,3.6,5
48700,48700,Bug,Medium,24.9,3.9
48701,48701,Technical,Low,20.3,4.1
48702,48702,Technical,Low,11.6,5
48703,48703,Billing,Low,8.9,5
48704,48704,Technical,High,10.4,5
48705,48705,Feature Request,Low,2.4,5
48706,48706,Feature Request,Low,8.7,4.6
48707,48707,Billing,Low,6.6,5
48708,48708,Billing,Low,6.8,4.7
48709,48709,Feature Request,Low,22.7,4.6
48710,48710,Billing,Low,15.9,4.8
48711,48711,Billing,High,5.1,5
48712,48712,Technical,High,19.7,4.9
48713,48713,Technical,Low,14,3.8
48714,48714,Feature Request,Medium,8.5,5
48715,48715,Feature Request,High,14.5,5
48716,48716,Technical,High,7.3,4.8
48717,48717,Feature Request,Low,21.4,4.8
48718,48718,Technical,Low,24.5,4.4
48719,48719,Feature Request,Low,1.2,5
48720,48720,Technical,Low,3.6,5
48721,48721,Bug,High,17.5,4.9
48722,48722,Billing,Low,3.7,5
48723,48723,Bug,High,3,5
48724,48724,Bug,Medium,29.5,4
48725,48725,Billing,High,14,4.5
48726,48726,Bug,Medium,3.2,5
48727,48727,Technical,High,19.2,3.6
48728,48728,Feature Request,Low,4,4.8
48729,48729,Technical,High,9.3,5
48730,48730,Feature Request,Medium,4.5,5
48731,48731,Billing,Low,14.4,4.5
48732,48732,Technical,Medium,1,4.9
48733,48733,Technical,High,1.6,4.1
48734,48734,Feature Request,High,3.8,4
48735,48735,Bug,Medium,1.9,5
48736,48736,Feature Request,Medium,24.7,4.4
48737,48737,Bug,Low,21.9,3
48738,48738,Feature Request,Low,8.3,5
48739,48739,Technical,Low,10.5,3.6
48740,48740,Bug,Medium,2,5
48741,48741,Feature Request,High,14.4,4.8
48742,48742,Bug,Medium,9.6,3.7
48743,48743,Bug,High,9.2,4
48744,48744,Feature Request,High,39.1,3.9
48745,48745,Technical,Medium,1.1,5
48746,48746,Billing,Low,4.4,5
48747,48747,Technical,High,14,5
48748,48748,Bug,Medium,32.6,4.2
48749,48749,Bug,Medium,7.3,4.8
48750,48750,Technical,High,2.7,5
48751,48751,Feature Request,Medium,1.9,5
48752,48752,Feature Request,Low,2.8,4.4
48753,48753,Bug,Low,9,5
48754,48754,Billing,Low,2.1,5
48755,48755,Bug,Medium,22.6,4.7
48756,48756,Technical,Medium,1,5
48757,48757,Technical,High,12,5
48758,48758,Billing,Low,25.6,3.8
48759,48759,Technical,Low,18,4.5
48760,48760,Bug,Low,5.4,4.7
48761,48761,Billing,High,1.5,5
48762,48762,Feature Request,Low,2.6,4.8
48763,48763,Bug,Low,74,1.7
48764,48764,Technical,High,1,4.1
48765,48765,Bug,Low,13.8,5
48766,48766,Feature Request,High,21.4,4.5
48767,48767,Feature Request,Medium,39.5,3.5
48768,48768,Technical,Low,18.6,4.3
48769,48769,Billing,High,15.9,4.7
48770,48770,Feature Request,Medium,27.2,3.4
48771,48771,Feature Request,Medium,6.3,4.8
48772,48772,Bug,High,1,4.1
48773,48773,Billing,High,3.9,4.1
48774,48774,Feature Request,High,2,5
48775,48775,Billing,Medium,1,5
48776,48776,Billing,Low,18.5,4.7
48777,48777,Bug,Low,5.1,5
48778,48778,Billing,High,23.4,4.8
48779,48779,Billing,Low,12.8,4.4
48780,48780,Technical,Low,18.6,4.3
48781,48781,Feature Request,Low,9.9,5
48782,48782,Billing,Medium,1,4
48783,48783,Billing,Low,11.3,5
48784,48784,Billing,Medium,6.5,5
48785,48785,Feature Request,High,24.4,4.7
48786,48786,Bug,Medium,32.4,4.3
48787,48787,Feature Request,Low,20.9,3.9
48788,48788,Technical,High,11.5,5
48789,48789,Feature Request,High,15.1,5
48790,48790,Billing,Low,6.1,5
48791,48791,Technical,High,9.8,5
48792,48792,Bug,Medium,12.1,5
48793,48793,Bug,Medium,1,4.3
48794,48794,Technical,Medium,32.9,3.8
48795,48795,Bug,High,28.1,3.3
48796,48796,Billing,Low,5.7,4.4
48797,48797,Billing,Low,20.8,4.8
48798,48798,Feature Request,Medium,19.2,4.2
48799,48799,Bug,High,10.1,4.5
48800,48800,Bug,Medium,40.9,2.7
48801,48801,Billing,Medium,6.7,5
48802,48802,Technical,Medium,6,5
48803,48803,Bug,Low,4.1,4.9
48804,48804,Bug,High,1.7,5
48805,48805,Bug,Medium,20.2,4.3
48806,48806,Billing,Medium,1.3,5
48807,48807,Technical,High,2.9,5
48808,48808,Bug,Low,5.1,5
48809,48809,Bug,Low,4.6,5
48810,48810,Technical,High,2.7,5
48811,48811,Billing,High,11.9,4.8
48812,48812,Technical,High,14.7,4.9
48813,48813,Feature Request,Medium,17.9,4.3
48814,48814,Technical,Medium,2.8,5
48815,48815,Billing,Medium,9.7,5
48816,48816,Feature Request,Low,25.4,3.5
48817,48817,Feature Request,Medium,4.1,5
48818,48818,Feature Request,Low,13.9,5
48819,48819,Feature Request,Low,8.1,5
48820,48820,Billing,High,4,4.9
48821,48821,Feature Request,High,7.5,4.8
48822,48822,Feature Request,Low,6.4,4.4
48823,48823,Technical,High,1.5,5
48824,48824,Billing,Low,1,5
48825,48825,Billing,High,14.6,3.3
48826,48826,Bug,Medium,29.2,3.6
48827,48827,Billing,Medium,1.4,5
48828,48828,Bug,Medium,25.4,4.2
48829,48829,Technical,Low,7.4,5
48830,48830,Feature Request,Low,12.3,5
48831,48831,Billing,High,11.4,4.8
48832,48832,Bug,Medium,11.8,4.6
48833,48833,Technical,Medium,1.4,5
48834,48834,Feature Request,High,14.1,4.9
48835,48835,Bug,High,33.7,3.4
48836,48836,Billing,Medium,20.7,4.4
48837,48837,Feature Request,Low,3.7,5
48838,48838,Feature Request,Medium,1.3,5
48839,48839,Billing,Medium,14.2,5
48840,48840,Feature Request,High,17.5,4.7
48841,48841,Feature Request,Medium,4.1,5
48842,48842,Technical,High,3.4,5
48843,48843,Billing,Medium,42.5,2.4
48844,48844,Technical,Medium,10.5,4.9
48845,48845,Feature Request,Medium,17.7,3.4
48846,48846,Technical,High,20.1,5
48847,48847,Feature Request,Medium,18.6,4.5
48848,48848,Technical,High,36.3,4.1
48849,48849,Feature Request,High,34.5,3.6
48850,48850,Technical,Medium,5.2,5
48851,48851,Bug,Low,1.7,5
48852,48852,Bug,High,16.3,4.8
48853,48853,Bug,High,9.4,4.7
48854,48854,Technical,Low,30,3.8
48855,48855,Feature Request,High,49.3,3.1
48856,48856,Bug,Medium,3.6,5
48857,48857,Bug,High,7.1,4.8
48858,48858,Feature Request,High,19.5,3.9
48859,48859,Feature Request,Medium,1,5
48860,48860,Technical,High,1.5,5
48861,48861,Billing,Low,11.6,5
48862,48862,Feature Request,High,3.1,5
48863,48863,Billing,High,5.1,5
48864,48864,Bug,Medium,24.1,3.3
48865,48865,Technical,High,7.5,5
48866,48866,Feature Request,Low,6,5
48867,48867,Technical,Low,20.4,4.6
48868,48868,Technical,Medium,2,4.1
48869,48869,Technical,Low,15,4.4
48870,48870,Technical,Medium,13,5
48871,48871,Billing,Medium,38.1,3.8
48872,48872,Bug,High,39.2,4
48873,48873,Feature Request,High,5.1,4
48874,48874,Feature Request,Medium,10,5
48875,48875,Billing,Low,23.1,4
48876,48876,Bug,Low,4.9,4.9
48877,48877,Bug,Low,21,4.8
48878,48878,Feature Request,High,5.6,4.9
48879,48879,Bug,Medium,8,4.8
48880,48880,Feature Request,Low,10.1,5
48881,48881,Bug,Low,3.7,5
48882,48882,Bug,Low,13.5,5
48883,48883,Bug,Low,25.9,4.6
48884,48884,Bug,Medium,20.3,4.2
48885,48885,Feature Request,Low,2.1,4.8
48886,48886,Billing,Low,3.4,4.9
48887,48887,Bug,Low,18.1,5
48888,48888,Feature Request,Medium,1.3,5
48889,48889,Technical,Low,37.5,3.4
48890,48890,Bug,Medium,1,5
48891,48891,Bug,Medium,9.1,5
48892,48892,Feature Request,High,3.5,5
48893,48893,Technical,Medium,4.4,5
48894,48894,Billing,Medium,4.3,4.9
48895,48895,Technical,Low,18,5
48896,48896,Bug,Medium,1,5
48897,48897,Feature Request,Medium,2,5
48898,48898,Billing,High,13.5,3.3
48899,48899,Feature Request,High,7.7,4.7
48900,48900,Bug,Medium,27.9,3.9
48901,48901,Technical,High,12.9,4
48902,48902,Feature Request,Medium,11.2,4.4
48903,48903,Feature Request,Low,7.5,5
48904,48904,Feature Request,Low,4.1,4.9
48905,48905,Feature Request,Medium,8.7,3.7
48906,48906,Billing,High,3.8,4.9
48907,48907,Feature Request,Medium,5.4,5
48908,48908,Bug,Low,1,5
48909,48909,Bug,High,4.7,3.8
48910,48910,Feature Request,Medium,1.5,5
48911,48911,Feature Request,Medium,7.5,5
48912,48912,Billing,Medium,26.6,4.4
48913,48913,Technical,Low,1,5
48914,48914,Feature Request,Low,11.2,4.1
48915,48915,Bug,Medium,5.6,4.9
48916,48916,Bug,High,12.8,4.3
48917,48917,Billing,Medium,5,5
48918,48918,Feature Request,Low,7.5,5
48919,48919,Bug,High,2.1,5
48920,48920,Feature Request,Low,1,4.1
48921,48921,Billing,Medium,4.8,5
48922,48922,Technical,Low,12.3,4.7
48923,48923,Technical,Medium,2.1,4.9
48924,48924,Billing,Low,56.8,1.7
48925,48925,Technical,High,49.1,3.2
48926,48926,Technical,Low,72.6,1
48927,48927,Feature Request,High,32.7,4.1
48928,48928,Billing,Medium,5.1,4.4
48929,48929,Feature Request,Low,4.3,5
48930,48930,Technical,Medium,14.6,5
48931,48931,Technical,Medium,4.8,5
48932,48932,Billing,High,1.8,4.7
48933,48933,Billing,High,5.2,5
48934,48934,Technical,High,12.3,4.6
48935,48935,Bug,High,1,5
48936,48936,Feature Request,High,22.3,4
48937,48937,Feature Request,High,26.2,4.2
48938,48938,Billing,High,16.1,4.6
48939,48939,Feature Request,Medium,12,4.4
48940,48940,Technical,Medium,8.1,5
48941,48941,Bug,High,6.7,4.1
48942,48942,Bug,Medium,55.8,3.2
48943,48943,Feature Request,Medium,3.5,5
48944,48944,Billing,High,1,4.7
48945,48945,Technical,High,1.9,5
48946,48946,Technical,Medium,7.7,5
48947,48947,Feature Request,High,8.1,5
48948,48948,Feature Request,Low,8.2,5
48949,48949,Technical,Medium,9.3,5
48950,48950,Technical,Medium,14.9,4.2
48951,48951,Bug,Low,8.6,5
48952,48952,Feature Request,High,18.8,4.3
48953,48953,Bug,Low,7.8,3.6
48954,48954,Technical,Low,1.8,4.2
48955,48955,Billing,Medium,3.9,5
48956,48956,Technical,High,1,4.7
48957,48957,Technical,High,22.4,4.7
48958,48958,Feature Request,High,25.8,2.8
48959,48959,Billing,Medium,12.3,4.9
48960,48960,Feature Request,Medium,8.3,4.1
48961,48961,Bug,Medium,9.1,3.8
